O*NET-SOC Code,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation Monitoring,Operation and Control,Operations Analysis,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing,major,minor,broad,detailed
25-1112.00,4.75,4.88,3.75,3.25,4.88,0.12,0.0,0.0,4.38,4.0,4.25,0.25,0.38,2.62,2.12,4.12,3.38,0.5,0.12,1.88,3.62,0.5,0.88,5.12,0.12,1.0,3.0,3.12,5.12,3.25,3.38,0.38,3.38,0.12,4.88,"Education, Training, and Library Occupations",Postsecondary Teachers,"Law, Criminal Justice, and Social Work Teachers, Postsecondary","Law Teachers, Postsecondary"
25-1113.00,4.5,4.25,3.75,3.62,4.25,0.0,0.25,0.0,4.75,4.0,4.5,1.12,1.75,3.12,2.75,4.0,3.0,0.62,0.25,2.88,3.25,0.62,0.62,4.75,0.0,2.38,3.38,4.0,4.88,3.0,3.38,0.5,3.5,0.0,4.88,"Education, Training, and Library Occupations",Postsecondary Teachers,"Law, Criminal Justice, and Social Work Teachers, Postsecondary","Social Work Teachers, Postsecondary"
25-1121.00,4.0,4.0,3.38,3.25,4.0,0.0,0.5,0.0,4.62,3.75,4.0,1.88,2.25,3.12,2.25,4.0,2.75,0.38,0.0,2.62,3.12,0.12,0.62,4.62,0.0,1.38,3.25,3.75,4.5,3.12,2.88,0.38,4.0,0.0,4.12,"Education, Training, and Library Occupations",Postsecondary Teachers,"Arts, Communications, and Humanities Teachers, Postsecondary","Art, Drama, and Music Teachers, Postsecondary"
25-1122.00,4.25,4.25,3.62,3.0,4.25,0.0,0.0,0.0,4.5,3.62,4.5,0.88,1.25,3.0,2.75,4.0,2.62,0.62,0.0,2.25,2.88,0.62,0.88,4.88,0.0,1.75,3.12,3.5,4.88,3.12,3.0,0.62,3.5,0.0,4.62,"Education, Training, and Library Occupations",Postsecondary Teachers,"Arts, Communications, and Humanities Teachers, Postsecondary","Communications Teachers, Postsecondary"
25-1123.00,3.88,4.25,3.62,3.0,4.12,0.0,0.0,0.0,4.25,4.0,4.62,0.38,0.75,2.88,2.12,4.0,2.88,0.0,0.0,2.12,3.0,0.25,0.5,4.75,0.0,1.0,3.12,3.62,4.5,2.88,3.0,0.12,3.25,0.0,5.0,"Education, Training, and Library Occupations",Postsecondary Teachers,"Arts, Communications, and Humanities Teachers, Postsecondary","English Language and Literature Teachers, Postsecondary"
25-1124.00,4.12,4.5,3.5,3.12,4.0,0.0,0.0,0.0,4.38,3.62,4.38,0.25,0.88,3.0,1.75,4.12,2.75,0.5,0.0,2.62,2.88,1.12,1.38,5.0,0.0,1.75,3.12,3.5,4.88,3.0,3.12,0.62,3.38,0.0,4.88,"Education, Training, and Library Occupations",Postsecondary Teachers,"Arts, Communications, and Humanities Teachers, Postsecondary","Foreign Language and Literature Teachers, Postsecondary"
25-1125.00,4.12,4.12,3.5,3.12,4.0,0.0,0.0,0.0,4.12,3.88,4.25,0.75,0.62,2.88,2.0,3.88,3.0,0.0,0.0,2.62,3.0,0.12,0.5,4.88,0.0,2.25,3.0,3.5,4.75,3.12,3.12,0.0,3.5,0.0,5.0,"Education, Training, and Library Occupations",Postsecondary Teachers,"Arts, Communications, and Humanities Teachers, Postsecondary","History Teachers, Postsecondary"
25-1126.00,4.25,4.38,3.62,2.75,4.38,0.0,0.0,0.0,4.12,3.5,4.25,0.38,0.88,2.88,2.12,4.0,2.62,0.62,0.0,2.38,3.0,0.62,0.62,4.88,0.0,2.0,3.0,3.25,4.62,3.12,3.12,0.62,3.12,0.0,5.0,"Education, Training, and Library Occupations",Postsecondary Teachers,"Arts, Communications, and Humanities Teachers, Postsecondary","Philosophy and Religion Teachers, Postsecondary"
25-1191.00,2.62,3.62,2.88,2.88,3.12,0.0,0.0,0.0,3.5,3.0,2.88,0.0,0.12,1.62,1.5,3.0,2.0,1.12,0.0,2.0,2.5,0.62,0.75,4.0,0.0,1.25,3.0,3.0,3.5,1.88,1.88,0.62,2.75,0.75,3.38,"Education, Training, and Library Occupations",Postsecondary Teachers,Miscellaneous Postsecondary Teachers,Graduate Teaching Assistants
25-1192.00,4.12,4.38,3.38,3.12,4.0,0.0,0.0,0.0,4.25,3.62,4.38,0.75,1.12,3.0,2.88,4.0,2.62,0.88,0.0,2.5,3.12,0.5,1.62,4.5,0.0,2.5,3.0,3.25,4.5,3.12,3.12,0.5,3.38,0.5,4.25,"Education, Training, and Library Occupations",Postsecondary Teachers,Miscellaneous Postsecondary Teachers,"Home Economics Teachers, Postsecondary"
25-1193.00,4.0,4.0,3.38,3.25,4.0,0.0,0.0,0.0,4.12,3.75,4.12,0.88,0.88,2.88,2.5,4.0,2.88,0.75,0.12,2.88,3.0,0.12,0.62,4.38,0.0,2.88,3.12,3.75,4.12,3.0,3.12,0.62,3.38,0.5,4.38,"Education, Training, and Library Occupations",Postsecondary Teachers,Miscellaneous Postsecondary Teachers,"Recreation and Fitness Studies Teachers, Postsecondary"
25-1194.00,3.75,3.88,3.25,3.0,3.88,0.5,1.5,0.0,4.25,3.0,4.25,0.88,1.5,2.5,2.0,4.0,2.62,2.0,1.25,2.62,3.12,0.0,2.0,4.0,0.5,0.75,3.0,3.25,4.12,2.38,2.62,0.75,2.88,1.0,3.88,"Education, Training, and Library Occupations",Postsecondary Teachers,Miscellaneous Postsecondary Teachers,"Vocational Education Teachers, Postsecondary"
25-2011.00,3.0,3.25,3.12,3.5,3.25,0.0,0.62,0.0,2.75,3.12,3.88,0.12,1.38,2.62,1.75,3.62,2.62,1.12,0.12,1.62,2.75,0.0,1.75,3.38,0.0,1.25,3.25,3.5,3.25,2.0,2.38,0.62,3.25,0.62,3.0,"Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers",Preschool and Kindergarten Teachers,"Preschool Teachers, Except Special Education"
25-2012.00,3.38,3.75,2.88,3.25,3.5,0.0,0.25,0.0,3.12,3.38,3.75,0.5,1.0,2.88,2.12,3.5,3.12,1.38,0.25,0.5,3.0,0.12,1.5,3.5,0.0,0.38,3.12,3.5,3.38,2.62,2.62,1.25,3.0,1.0,3.38,"Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers",Preschool and Kindergarten Teachers,"Kindergarten Teachers, Except Special Education"
25-2021.00,3.5,3.75,3.25,3.62,3.88,0.0,0.62,0.0,3.5,3.62,4.38,0.5,1.25,3.0,2.62,4.12,2.62,1.25,0.38,1.75,2.88,0.75,1.38,4.0,0.0,1.62,3.5,3.88,3.62,3.12,3.25,1.0,3.25,0.38,3.88,"Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers",Elementary and Middle School Teachers,"Elementary School Teachers, Except Special Education"
25-2022.00,3.62,4.0,3.0,3.5,3.5,0.0,0.0,0.0,4.0,3.38,3.88,0.25,1.0,2.75,2.75,3.62,3.38,1.38,0.25,0.5,3.25,0.5,1.62,4.12,0.0,0.62,3.25,3.62,3.88,2.75,3.0,0.88,3.5,1.0,3.88,"Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers",Elementary and Middle School Teachers,"Middle School Teachers, Except Special and Career/Technical Education"
25-2023.00,3.38,3.75,3.0,3.12,3.62,1.0,1.25,0.0,3.88,3.0,4.12,1.5,2.0,2.75,2.25,3.75,2.75,1.88,1.88,3.12,2.75,0.88,2.25,4.0,1.12,1.75,3.0,3.5,3.88,2.75,3.0,0.88,3.12,1.5,3.5,"Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers",Elementary and Middle School Teachers,"Career/Technical Education Teachers, Middle School"
25-2031.00,3.62,3.88,3.25,3.5,3.62,0.0,0.62,0.0,3.75,3.75,4.38,0.62,1.75,3.12,2.88,3.88,3.0,1.0,0.38,1.88,3.0,0.75,1.75,4.0,0.38,1.75,3.5,3.75,4.0,2.88,3.38,1.0,3.5,0.0,3.88,"Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers",Secondary School Teachers,"Secondary School Teachers, Except Special and Career/Technical Education"
25-2032.00,3.62,3.88,3.12,3.75,3.75,0.25,0.62,0.25,4.0,3.25,3.88,1.25,2.38,3.12,3.0,3.75,3.5,2.25,1.62,0.5,3.75,0.62,1.75,4.0,0.25,0.88,3.25,3.75,3.88,2.88,3.25,1.38,3.38,1.62,3.75,"Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers",Secondary School Teachers,"Career/Technical Education Teachers, Secondary School"
25-2053.00,3.5,3.75,2.88,3.62,3.75,0.0,0.0,0.0,3.62,3.38,3.88,0.38,0.88,2.88,2.5,3.62,3.25,1.0,0.0,0.38,3.38,0.5,0.5,3.88,0.0,0.62,3.25,3.75,3.75,2.88,3.12,1.0,3.75,0.0,3.62,"Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers",Special Education Teachers,"Special Education Teachers, Middle School"
25-2054.00,3.75,3.75,3.25,3.38,3.88,0.0,0.5,0.0,3.62,3.5,4.88,0.62,1.88,2.38,2.88,4.0,2.75,1.25,0.38,2.5,3.0,0.62,1.38,4.12,0.0,1.38,3.62,4.0,3.88,2.38,2.75,1.0,3.12,0.12,3.75,"Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers",Special Education Teachers,"Special Education Teachers, Secondary School"
25-2059.01,3.62,4.12,3.12,3.5,3.62,0.0,0.25,0.25,3.5,3.5,3.88,0.75,1.5,3.0,2.12,3.75,3.0,2.12,0.75,1.5,3.5,0.5,1.75,4.0,0.25,0.62,3.5,4.25,3.88,3.0,3.25,1.25,3.25,1.25,3.75,"Education, Training, and Library Occupations","Preschool, Primary, Secondary, and Special Education School Teachers",Special Education Teachers,"Special Education Teachers, All Other"
25-3011.00,3.38,3.5,2.88,3.5,3.5,0.0,0.0,0.0,3.88,3.12,3.88,0.25,0.88,3.0,2.75,3.75,3.0,1.5,0.0,0.25,3.25,0.5,0.25,4.12,0.0,0.88,3.25,3.5,3.62,2.75,2.88,1.0,3.5,0.0,3.88,"Education, Training, and Library Occupations",Other Teachers and Instructors,Adult Basic and Secondary Education and Literacy Teachers and Instructors ,Adult Basic and Secondary Education and Literacy Teachers and Instructors 
25-3021.00,3.12,3.12,2.75,2.88,3.25,0.0,0.12,0.0,3.25,3.0,3.5,0.5,0.62,2.5,1.25,3.38,2.38,1.62,1.0,2.25,2.75,0.62,1.38,3.62,0.0,0.88,2.88,3.0,3.5,2.12,2.12,0.75,2.62,0.75,3.38,"Education, Training, and Library Occupations",Other Teachers and Instructors,Self-Enrichment Education Teachers,Self-Enrichment Education Teachers
25-3099.02,3.5,3.88,3.25,3.25,3.62,0.0,0.0,0.0,3.75,3.38,3.88,0.0,0.75,2.5,2.38,3.62,2.88,0.75,0.0,1.12,3.25,0.75,0.25,3.62,0.0,1.25,3.38,3.38,3.62,2.75,2.75,0.38,3.5,0.0,3.62,"Education, Training, and Library Occupations",Other Teachers and Instructors,Miscellaneous Teachers and Instructors,"Teachers and Instructors, All Other"
25-4011.00,3.12,3.88,3.25,3.12,3.75,0.0,0.0,0.0,3.12,3.12,3.12,1.88,2.38,3.12,1.88,3.12,2.62,1.12,0.0,1.88,2.75,1.25,0.88,4.0,0.0,1.25,3.0,3.0,3.75,3.0,2.5,0.5,3.0,0.25,3.88,"Education, Training, and Library Occupations","Librarians, Curators, and Archivists","Archivists, Curators, and Museum Technicians",Archivists
25-4012.00,4.12,4.38,3.5,3.75,4.25,0.0,0.25,0.62,3.38,3.88,3.5,3.75,3.75,3.75,3.25,4.12,3.5,1.5,0.62,2.25,3.62,1.25,2.38,4.5,0.0,1.25,3.0,3.5,4.38,3.5,3.62,1.12,3.88,0.12,4.5,"Education, Training, and Library Occupations","Librarians, Curators, and Archivists","Archivists, Curators, and Museum Technicians",Curators
25-4013.00,3.0,3.5,3.12,3.0,3.25,0.25,0.25,0.75,2.88,3.12,2.62,1.38,1.75,2.38,2.38,3.38,2.5,2.25,1.62,0.5,2.5,0.5,2.5,3.62,0.38,2.5,2.88,3.0,3.25,2.62,2.75,1.62,3.0,1.25,3.75,"Education, Training, and Library Occupations","Librarians, Curators, and Archivists","Archivists, Curators, and Museum Technicians",Museum Technicians and Conservators
25-4021.00,3.38,3.75,3.25,3.38,3.75,0.25,0.0,0.0,3.62,3.25,3.12,1.88,2.38,2.88,2.38,3.62,3.25,1.38,0.0,2.62,3.12,0.62,0.25,4.0,0.25,1.0,3.62,3.5,3.75,3.0,3.0,0.5,3.25,0.0,3.75,"Education, Training, and Library Occupations","Librarians, Curators, and Archivists",Librarians,Librarians
25-4031.00,2.75,3.0,2.12,3.0,3.12,1.12,0.12,0.25,2.88,2.62,2.75,1.0,1.5,2.62,2.12,2.88,2.0,1.38,1.12,1.5,2.38,1.0,0.88,3.62,0.12,0.38,3.38,2.75,2.88,2.38,1.88,0.25,2.75,1.25,3.0,"Education, Training, and Library Occupations","Librarians, Curators, and Archivists",Library Technicians,Library Technicians
25-9011.00,3.5,3.5,3.0,3.25,3.88,2.88,3.0,2.5,3.38,3.12,3.25,2.5,2.88,3.12,1.88,3.5,2.12,2.62,2.75,1.25,2.25,1.25,2.88,3.88,2.88,0.25,3.0,2.88,3.5,2.75,2.75,2.0,3.38,3.25,3.75,"Education, Training, and Library Occupations","Other Education, Training, and Library Occupations",Audio-Visual and Multimedia Collections Specialists,Audio-Visual and Multimedia Collections Specialists
25-9021.00,4.62,4.0,3.88,4.0,4.25,0.0,0.88,0.0,4.0,4.12,4.5,2.5,2.25,3.12,3.62,4.12,3.62,2.38,2.62,2.62,3.62,2.0,1.0,4.62,0.0,2.88,3.88,3.88,4.38,4.0,4.12,1.62,3.38,0.5,4.25,"Education, Training, and Library Occupations","Other Education, Training, and Library Occupations",Farm and Home Management Advisors,Farm and Home Management Advisors
25-9031.00,4.0,4.12,3.62,3.88,4.0,0.0,0.0,0.0,4.0,3.88,4.5,1.75,2.5,3.62,2.88,4.12,3.62,2.25,0.0,1.25,3.62,0.62,1.88,4.5,0.0,0.5,3.62,3.75,4.25,3.5,3.62,0.88,4.0,1.12,4.25,"Education, Training, and Library Occupations","Other Education, Training, and Library Occupations",Instructional Coordinators,Instructional Coordinators
25-9031.01,4.12,4.0,3.75,3.62,4.12,0.0,1.38,0.88,4.12,3.75,4.25,1.75,2.0,3.25,2.5,4.0,3.5,0.88,0.0,1.62,3.5,1.62,1.38,4.25,0.0,0.38,3.5,3.5,4.0,3.75,3.75,2.38,3.75,1.0,4.25,"Education, Training, and Library Occupations","Other Education, Training, and Library Occupations",Instructional Coordinators,Instructional Coordinators
25-9041.00,2.88,3.25,2.62,3.0,3.12,0.25,0.62,0.0,3.12,2.25,3.62,0.25,0.5,1.75,2.0,3.12,2.38,1.5,0.75,1.25,2.75,0.5,1.38,3.12,0.0,0.75,3.0,3.12,3.12,2.0,1.88,1.12,2.5,0.88,3.0,"Education, Training, and Library Occupations","Other Education, Training, and Library Occupations",Teacher Assistants,Teacher Assistants
27-1011.00,3.75,4.0,3.62,4.12,4.0,0.88,1.25,0.0,3.62,3.75,3.25,3.38,2.88,3.5,2.88,3.75,3.5,1.38,0.12,3.25,3.62,0.88,2.38,3.88,1.0,0.38,3.25,3.12,4.0,3.0,3.5,1.0,3.88,1.25,4.0,"Arts, Design, Entertainment, Sports, and Media Occupations",Art and Design Workers,Artists and Related Workers,Art Directors
27-1012.00,2.5,2.75,2.75,2.38,3.25,2.0,2.38,0.25,0.25,2.5,2.12,2.0,2.12,1.75,2.25,2.5,2.0,2.25,2.38,2.5,2.62,0.25,2.62,2.62,1.88,0.25,2.88,3.0,2.75,1.62,1.88,1.25,2.25,2.12,2.62,"Arts, Design, Entertainment, Sports, and Media Occupations",Art and Design Workers,Artists and Related Workers,Craft Artists
27-1013.00,3.25,3.25,2.88,2.5,3.5,0.0,1.75,0.5,0.5,3.0,2.38,2.5,1.88,1.75,1.0,2.75,2.12,2.38,2.25,2.75,2.38,0.5,2.62,3.25,0.0,0.0,2.75,2.88,3.0,2.25,2.5,2.12,2.62,1.5,2.62,"Arts, Design, Entertainment, Sports, and Media Occupations",Art and Design Workers,Artists and Related Workers,"Fine Artists, Including Painters, Sculptors, and Illustrators"
27-1014.00,3.38,3.88,3.25,3.75,3.62,0.0,1.25,0.0,3.0,3.0,2.88,1.88,1.88,2.75,2.5,3.25,3.0,2.0,1.75,1.38,3.0,1.38,1.12,3.88,0.0,0.0,2.88,2.88,3.5,2.88,2.88,1.62,3.25,0.0,3.25,"Arts, Design, Entertainment, Sports, and Media Occupations",Art and Design Workers,Artists and Related Workers,Multimedia Artists and Animators
27-1021.00,4.25,4.0,3.88,3.62,4.12,0.0,1.75,0.38,3.25,3.75,3.0,1.62,2.12,2.88,3.62,3.75,2.5,2.38,1.25,4.25,3.62,1.25,3.12,4.38,0.0,2.75,2.38,3.38,4.25,3.62,3.75,3.62,3.38,1.25,4.0,"Arts, Design, Entertainment, Sports, and Media Occupations",Art and Design Workers,Designers,Commercial and Industrial Designers
27-1022.00,3.38,3.88,3.38,3.75,3.62,0.0,0.62,0.0,3.12,3.62,3.12,2.75,2.62,3.12,2.25,3.75,3.38,1.88,0.0,3.38,3.5,0.62,2.0,3.75,0.0,0.25,3.25,3.75,3.62,3.0,3.5,0.62,3.88,1.0,3.5,"Arts, Design, Entertainment, Sports, and Media Occupations",Art and Design Workers,Designers,Fashion Designers
27-1023.00,2.88,3.25,2.38,2.88,3.5,0.0,1.12,0.0,2.62,2.88,2.0,1.75,2.5,2.25,1.88,2.62,2.5,0.88,0.88,2.88,2.62,0.0,1.12,2.75,0.0,0.25,3.12,2.75,3.5,1.5,1.38,0.25,3.0,0.12,2.62,"Arts, Design, Entertainment, Sports, and Media Occupations",Art and Design Workers,Designers,Floral Designers
27-1024.00,3.12,3.38,3.25,3.12,3.5,0.0,0.25,0.0,2.88,2.88,2.62,1.5,1.12,2.5,2.12,3.25,2.88,1.5,0.0,3.38,2.75,0.5,0.75,3.62,0.0,0.62,2.62,3.0,3.25,2.5,2.5,1.88,3.25,0.0,3.25,"Arts, Design, Entertainment, Sports, and Media Occupations",Art and Design Workers,Designers,Graphic Designers
27-1025.00,3.12,3.75,3.38,3.75,3.75,0.0,0.38,0.0,2.88,3.38,2.75,2.62,2.62,3.0,3.0,3.0,3.5,2.0,1.25,3.12,3.5,0.5,1.38,3.62,0.0,0.62,3.5,3.38,3.88,2.75,2.88,1.25,3.38,0.88,3.75,"Arts, Design, Entertainment, Sports, and Media Occupations",Art and Design Workers,Designers,Interior Designers
27-1026.00,2.62,3.12,2.75,3.0,3.38,0.0,0.25,0.0,2.25,2.75,1.0,0.12,0.75,2.38,1.38,2.38,2.12,0.0,0.12,1.88,2.62,0.12,0.88,2.75,0.0,0.12,2.62,2.88,3.12,1.75,1.62,0.75,2.75,0.12,2.5,"Arts, Design, Entertainment, Sports, and Media Occupations",Art and Design Workers,Designers,Merchandise Displayers and Window Trimmers
27-1027.00,3.25,3.62,3.5,3.88,3.75,1.25,1.88,0.5,3.0,3.25,2.88,3.12,3.0,3.5,3.5,3.62,3.0,2.25,1.75,3.88,3.38,0.88,2.88,4.0,1.25,0.75,3.25,3.25,3.5,3.0,3.0,1.75,3.62,2.0,3.25,"Arts, Design, Entertainment, Sports, and Media Occupations",Art and Design Workers,Designers,Set and Exhibit Designers
27-2011.00,3.12,3.88,2.75,3.38,3.38,0.25,0.0,0.0,2.75,3.0,2.75,0.0,0.0,2.5,0.0,3.38,2.5,0.12,0.0,1.75,3.0,0.0,0.0,4.12,0.0,1.0,2.38,3.62,3.62,1.62,1.62,0.25,3.0,0.0,3.62,"Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Actors, Producers, and Directors",Actors
27-2012.01,4.0,4.25,3.75,4.75,4.0,0.0,0.0,0.0,2.88,4.0,2.88,4.0,3.25,4.0,2.88,4.5,3.88,1.38,0.75,2.62,4.12,0.88,2.38,4.25,0.0,0.12,2.75,3.75,4.12,3.25,3.38,0.88,4.38,0.38,4.25,"Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Actors, Producers, and Directors",Producers and Directors
27-2012.02,3.25,4.0,3.12,3.88,3.62,0.0,0.0,0.0,3.5,3.5,3.0,1.38,2.38,3.62,1.88,3.62,3.5,1.5,0.25,0.0,3.5,0.5,2.0,3.88,0.0,0.0,2.62,3.38,4.0,3.0,3.0,1.0,3.62,1.38,3.38,"Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Actors, Producers, and Directors",Producers and Directors
27-2012.03,3.88,4.0,3.75,4.0,4.0,0.0,0.25,0.0,3.5,3.88,3.25,3.0,3.12,3.88,2.38,3.75,3.38,2.25,2.0,3.12,3.25,0.38,1.25,4.0,0.0,0.62,3.12,3.88,4.0,3.5,3.62,0.62,3.88,0.5,4.0,"Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Actors, Producers, and Directors",Producers and Directors
27-2012.04,3.25,3.75,3.25,3.5,3.62,0.0,0.0,0.0,3.12,3.25,2.62,1.62,1.12,3.12,1.75,3.75,3.88,1.25,0.0,2.12,3.5,0.75,1.25,4.0,0.0,1.0,3.12,3.5,3.88,2.75,2.5,0.38,3.25,0.62,3.5,"Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Actors, Producers, and Directors",Producers and Directors
27-2012.05,3.38,4.12,3.5,4.38,4.0,1.88,2.62,0.0,3.88,3.75,3.5,1.5,2.25,3.88,2.0,4.62,2.88,3.25,2.88,2.0,3.38,1.25,3.0,3.88,1.5,0.12,3.0,3.75,4.0,3.62,3.38,1.5,3.88,2.0,3.62,"Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Actors, Producers, and Directors",Producers and Directors
27-2021.00,2.75,3.12,2.62,3.62,3.0,0.25,0.25,0.0,2.62,3.0,2.62,0.0,0.25,2.38,0.88,3.25,2.25,1.5,0.25,2.0,2.38,0.0,1.0,2.88,0.0,1.25,2.5,3.0,3.0,2.12,2.0,0.62,2.75,0.62,2.75,"Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Athletes, Coaches, Umpires, and Related Workers",Athletes and Sports Competitors
27-2022.00,3.88,4.0,3.88,4.0,4.12,0.0,1.62,0.0,4.75,4.12,4.0,2.5,2.88,4.62,2.25,4.88,4.0,2.0,1.75,2.75,4.0,0.0,2.62,3.88,0.0,1.75,3.5,4.12,4.12,3.62,4.25,1.5,4.0,1.12,3.75,"Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Athletes, Coaches, Umpires, and Related Workers",Coaches and Scouts
27-2023.00,3.12,3.0,2.88,3.0,3.62,0.0,0.38,0.0,2.62,3.0,2.88,0.0,0.12,2.25,2.25,3.12,2.75,1.25,0.0,0.75,2.38,0.0,1.25,3.25,0.0,0.88,2.5,2.62,3.12,2.12,2.38,0.62,2.75,0.5,2.62,"Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Athletes, Coaches, Umpires, and Related Workers","Umpires, Referees, and Other Sports Officials"
27-2031.00,3.0,3.25,2.38,3.88,2.5,0.0,0.0,0.0,3.25,2.38,3.5,0.0,0.0,2.38,1.0,3.25,2.0,0.0,0.0,1.0,2.75,0.0,0.12,3.0,0.0,0.0,2.75,3.0,3.25,2.25,1.88,0.62,2.5,0.0,2.62,"Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers",Dancers and Choreographers,Dancers
27-2032.00,3.0,3.62,2.88,3.75,3.38,0.0,0.12,0.0,4.0,2.88,3.25,0.88,1.0,3.62,0.62,3.38,3.0,0.5,0.0,2.88,2.88,0.0,0.25,3.25,0.0,0.62,3.0,3.62,3.62,2.5,2.5,0.88,3.38,0.0,3.12,"Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers",Dancers and Choreographers,Choreographers
27-2041.01,3.38,3.5,3.62,3.88,3.75,0.0,0.25,0.0,4.12,3.62,3.5,2.0,1.25,3.62,1.38,4.25,3.25,1.88,0.0,2.38,3.5,0.0,1.62,3.38,0.0,1.0,3.38,3.62,3.75,3.38,3.5,1.62,3.75,0.0,3.12,"Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Musicians, Singers, and Related Workers",Music Directors and Composers
27-2041.04,2.75,3.62,3.12,3.38,3.25,0.0,0.25,0.0,2.5,3.0,2.38,0.62,0.75,2.38,1.62,2.88,2.25,0.0,0.0,2.75,2.38,0.75,0.25,3.5,0.0,0.62,2.62,2.75,3.38,2.25,2.38,0.62,3.0,0.0,3.75,"Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Musicians, Singers, and Related Workers",Music Directors and Composers
27-2042.01,2.88,3.0,2.38,2.88,2.88,0.0,0.0,0.0,2.62,2.62,2.38,1.25,1.5,2.12,0.0,2.75,2.0,1.75,1.62,1.5,2.62,0.0,0.75,2.75,0.38,0.25,2.25,3.25,2.88,1.88,2.0,0.88,2.25,0.0,2.62,"Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Musicians, Singers, and Related Workers",Musicians and Singers
27-2042.02,2.88,3.25,2.88,3.62,3.25,0.0,0.25,0.0,2.75,3.0,2.5,0.0,0.0,1.88,0.88,2.75,2.62,1.0,0.0,1.5,2.62,0.0,1.12,2.75,0.0,0.0,2.75,3.12,3.0,2.38,2.12,0.38,3.0,0.75,2.75,"Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Musicians, Singers, and Related Workers",Musicians and Singers
27-3011.00,3.12,4.12,3.12,3.75,3.88,0.0,0.0,0.0,2.0,3.38,2.38,0.12,0.75,1.75,0.88,3.38,3.12,1.5,1.5,1.0,3.0,0.12,1.0,3.88,0.0,0.12,3.0,3.62,4.5,1.5,1.75,0.12,3.38,0.0,3.88,"Arts, Design, Entertainment, Sports, and Media Occupations",Media and Communication Workers,Announcers,Radio and Television Announcers
27-3012.00,3.12,3.38,2.75,3.25,3.12,0.75,0.5,0.0,2.25,2.88,1.5,0.62,1.12,1.88,1.75,3.12,2.5,2.0,1.62,1.12,2.62,0.12,1.25,3.62,0.75,0.0,2.88,3.25,3.62,1.88,1.75,0.38,2.88,0.88,3.0,"Arts, Design, Entertainment, Sports, and Media Occupations",Media and Communication Workers,Announcers,Public Address System and Other Announcers
27-3021.00,3.62,4.25,3.0,3.62,4.38,0.0,0.12,0.12,2.88,3.25,2.88,0.88,1.12,3.12,1.88,3.62,2.88,2.12,1.62,1.5,3.5,1.12,0.25,4.5,0.0,0.5,3.0,4.0,4.75,2.88,2.62,0.75,3.12,0.12,4.38,"Arts, Design, Entertainment, Sports, and Media Occupations",Media and Communication Workers,"News Analysts, Reporters and Correspondents",Broadcast News Analysts
27-3022.00,3.75,4.0,3.38,3.5,4.12,0.0,0.12,0.0,2.0,3.62,2.0,0.38,0.5,2.5,0.75,3.12,3.0,0.62,0.75,1.88,3.12,0.38,1.25,4.12,0.0,0.0,2.5,4.0,4.5,2.0,1.12,0.25,3.38,0.25,4.75,"Arts, Design, Entertainment, Sports, and Media Occupations",Media and Communication Workers,"News Analysts, Reporters and Correspondents",Reporters and Correspondents
